cct,nombre,turno,nivel,subnivel,detalle,matricula,docentes,p_de_apoyo,calle,numero,entre_calle,y_calle,colonia,municipio,localidad,ambito,zona_esc,sector,latitud,longitud
26DJN0005J,BERTA VON GLUMER,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,94,5,1,CALLE QUERETARO,501,CALLE YAQUI,CALLE YAQUI,CUAUHTEMOC (URBANIZABLE 6),CAJEME,CIUDAD OBREGON,URBANO,3,5,27.504086,-109.952266
26DJN0006I,AMADO NERVO,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,22,1,0,CALLE AMADO NERVO,0,CALLE PROFESOR LUIS M. VALENCIA N.,CALLE PROFESOR LUIS M. VALENCIA N.,BACADEHUACHI CENTRO,BACADEHUACHI,BACADEHUACHI,URBANO,33,11,29.811727,-109.139025
26DJN0007H,LEONA VICARIO,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,22,1,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,HERMOSILLO,EL TRIUNFO,RURAL,29,6,28.845,-111.428056
26DJN0008G,NUEVA VIDA,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,127,6,1,CALLE LIBERTAD,0,CALLE AZUETA,CALLE AZUETA,NINGUNO,AGUA PRIETA,AGUA PRIETA,URBANO,50,13,31.328304,-109.564606
26DJN0009F,JUSTO SIERRA,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,96,3,1,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,GUAYMAS,POTAM,URBANO,24,5,27.624429,-110.415238
26DJN0010V,MUNDO INFANTIL,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,51,5,1,CALLE 29 (TECNOLOGICO),0,CALLE 3,CALLE 3,NINGUNO,AGUA PRIETA,AGUA PRIETA,URBANO,10,13,31.331828,-109.533391
26DJN0011U,FEDERICO CHOPIN,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,76,5,1,CALLE 29,0,CALLE SONORA,CALLE SONORA,CAMPESTRE,SAN LUIS RIO COLORADO,SAN LUIS RIO COLORADO,URBANO,4,3,32.456998,-114.751643
26DJN0012T,FRANCISCO EUSEBIO KINO,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,146,5,1,CALLE TAMPICO,0,CALLE PADRE FRANCISCO EUSEBIO KINO,CALLE PADRE FRANCISCO EUSEBIO KINO,NINGUNO,HERMOSILLO,BAHIA DE KINO,URBANO,29,6,28.822572,-111.93981
26DJN0013S,ARISTOTELES,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,62,4,1,CALLE REFORMA,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,CANANEA,HEROICA CIUDAD DE CANANEA,URBANO,37,13,30.995139,-110.269682
26DJN0014R,MIGUEL ALEMAN VALDEZ,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,176,5,1,CALLE BENITO JUAREZ GARCIA,0,CALLE 13 DE SEPTIEMBRE,CALLE 13 DE SEPTIEMBRE,NINGUNO,HERMOSILLO,MIGUEL ALEMAN (LA DOCE),URBANO,29,6,28.841294,-111.487983
26DJN0015Q,MARGARITA MAZA DE JUAREZ,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,34,1,0,NINGUNO NINGUNO,0,CALLE JAIME NUNO,CALLE JAIME NUNO,NINGUNO,BAVIACORA,BAVIACORA,URBANO,53,11,29.710051,-110.163962
26DJN0016P,ANTONIO LORENZO DE LAVOISIER,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,128,5,1,CALLE FRANCISCO EUSEBIO KINO,0,CALLE VICENTE GUERRERO,CALLE VICENTE GUERRERO,NINGUNO,SAN LUIS RIO COLORADO,INGENIERO LUIS B. SANCHEZ,URBANO,46,3,32.203809,-114.999679
26DJN0017O,RAFAEL RAMIREZ,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,36,2,1,CALLE VALLE HERMOSO,1504,CALLE PASEO MIRAVALLE,CALLE PASEO MIRAVALLE,MIRAVALLE,CAJEME,CIUDAD OBREGON,URBANO,12,4,27.674323,0
26DJN0018N,FRANCISCO MARQUEZ,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,41,2,0,CALLE FRATERNIDAD,0,CALLE MIGUEL HIDALGO,CALLE MIGUEL HIDALGO,NINGUNO,BENITO JUAREZ,VILLA JUAREZ,URBANO,39,12,27.130008,-109.840118
26DJN0019M,JUAN DE LA BARRERA,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,132,6,1,CALLE MARTIRES DE SAHUARIPAS,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,NAVOJOA,NAVOJOA,URBANO,25,12,27.088936,-109.435149
26DJN0020B,NETZAHUALCOYOTL,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,100,5,1,CALLE 5 DE MAYO,0,CALLE SUFRAGIO EFECTIVO,CALLE SUFRAGIO EFECTIVO,VILLA DE SERIS NORTE,HERMOSILLO,HERMOSILLO,URBANO,47,6,29.059469,-110.959559
26DJN0021A,ANGEL DEL CAMPO,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,92,5,1,CALLE GENERAL MANUEL GONZALEZ,306,CALLE RIO PANUCO,CALLE RIO PANUCO,FRANCISCO VILLA,NAVOJOA,NAVOJOA,URBANO,9,7,27.076561,-109.42629
26DJN0022Z,JOSE ROSAS MORENO,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,76,4,0,CALLE MISION CIBUTA,0,CALLE MISION COCOSPERA,CALLE MISION COCOSPERA,FRANCISCO EUSEBIO KINO,CAJEME,CIUDAD OBREGON,URBANO,28,5,27.445621,-109.938419
26DJN0023Z,IL-LIUSSI,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,27,2,0,CALLE ANTONIO SALGADO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,SUAQUI GRANDE CENTRO,SUAQUI GRANDE,SUAQUI GRANDE,URBANO,32,10,28.391208,-109.887139
26DJN0024Y,JOSE MARIA PINO SUAREZ,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,90,3,1,CALLE LOS LAURELES,0,CALLE FLOR DE ALHELI,CALLE FLOR DE ALHELI,NINGUNO,HERMOSILLO,EL TAZAJAL,RURAL,30,1,29.143611,-110.882222
26DJN0025X,LAZARO CARDENAS,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,32,3,1,CALLE IGNACIO PESQUEIRA,571,CALLE RESPLANDOR,CALLE RESPLANDOR,SOCHILOA,CAJEME,CIUDAD OBREGON,URBANO,3,5,27.478474,-109.951449
26DJN0028U,JOSE MA LEYVA CAJEME,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,120,8,1,CALLE QUINTANA ROO,449,CALLE 16 DE SEPTIEMBRE,CALLE 16 DE SEPTIEMBRE,NINGUNO,CAJEME,CIUDAD OBREGON,URBANO,3,5,27.489556,-109.947971
26DJN0030I,LOURDES GONZALEZ DE ENCINAS,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,92,6,1,CALLE ALVARO OBREGON,301,CALLE ADOLFO DE LA HUERTA,CALLE ADOLFO DE LA HUERTA,OBREGON,HUATABAMPO,HUATABAMPO,URBANO,13,7,26.827131,-109.63608
26DJN0031H,CLUB ACTIVO 20 30,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,65,3,1,CALLE DE LA VIRGEN,0,CAMINO DEL PERDON,CAMINO DEL PERDON,DEL ROSARIO,NOGALES,HEROICA NOGALES,URBANO,20,9,31.324929,-110.955086
26DJN0032G,MA. ELENA CHANES,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,75,4,1,CALLE VI,0,CALLE 9,CALLE 9,SAN VICENTE,GUAYMAS,HEROICA GUAYMAS,URBANO,26,8,27.908293,-110.908567
26DJN0033F,MARIA MONTESSORI,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,79,5,1,CALLE 6 DE ABRIL,0,CALLE LICENCIADO BENITO JUAREZ GARCIA,CALLE LICENCIADO BENITO JUAREZ GARCIA,BENITO JUAREZ,CAJEME,CIUDAD OBREGON,URBANO,12,4,27.484579,-109.922303
26DJN0034E,JUAN ENRIQUE PESTALOZZI,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,214,6,2,CALLE FRANCISCO GONZALEZ BOCANEGRA,0,CALLE FRANCISCO GONZALEZ BOCANEGRA,CALLE FRANCISCO GONZALEZ BOCANEGRA,ORIENTE,PUERTO PEÑASCO,PUERTO PEÑASCO,URBANO,23,3,31.313057,-113.526431
26DJN0035D,SOR JUANA INES DE LA CRUZ,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,14,2,0,CALLE BENITO JUAREZ GARCIA,0,CALLE LUIS DONALDO COLOSIO MURRIETA,CALLE LUIS DONALDO COLOSIO MURRIETA,HUASABAS CENTRO,HUASABAS,HUASABAS,URBANO,27,13,29.905792,-109.300027
26DJN0036C,21 DE MARZO,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,104,6,1,CALLE REFORMA,406,CALLE HEROICO COLEGIO MILITAR,CALLE HEROICO COLEGIO MILITAR,NINGUNO,SANTA ANA,SANTA ANA,URBANO,34,2,30.542558,-111.124663
26DJN0037B,CRISTOBAL COLON,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,84,6,1,CALLE AYUNTAMIENTO,0,CALLE ROBERTO ROMERO,CALLE ROBERTO ROMERO,CHOYAL,HERMOSILLO,HERMOSILLO,URBANO,7,1,29.107881,-110.987435
26DJN0038A,PROFA. EVA S DE LOPEZ MATEOS,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,106,5,1,CALLE MANUEL I. LOAIZA,0,CALLE LUIS ORCI,CALLE LUIS ORCI,OLIVARES,HERMOSILLO,HERMOSILLO,URBANO,22,10,29.106097,-110.978589
26DJN0039Z,BENITO JUAREZ,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,52,3,0,CALLE TAMAULIPAS,136,CALLE DE LA REFORMA,CALLE DE LA REFORMA,SAN BENITO,HERMOSILLO,HERMOSILLO,URBANO,22,10,29.091533,-110.965939
26DJN0040P,ROSAURA ZAPATA,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,62,2,1,CALLE ADALBERTO TRUQUI,0,CALLE MICHOACAN,CALLE MICHOACAN,PIMENTEL,HERMOSILLO,HERMOSILLO,URBANO,32,10,29.096857,-110.986272
26DJN0041O,ARNOLD GESSEL,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,191,15,8,CALLE DOCTOR EDEL CASTELLANOS,0,CALLE MADRID,CALLE MADRID,PRADOS DEL CENTENARIO,HERMOSILLO,HERMOSILLO,URBANO,22,10,29.080034,-110.970799
26DJN0042N,HANS CRISTIAN ANDERSSEN,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,43,2,0,CALLE LICENCIADO ARMANDO LOPEZ NOGALES,0,CALLE DIANA LAURA RIOJAS DE COLOSIO,CALLE DIANA LAURA RIOJAS DE COLOSIO,NINGUNO,RAYON,RAYON,URBANO,53,11,29.710122,-110.563583
26DJN0043M,AGUSTIN DE ITURBIDE,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,61,4,1,CALLE EMILIANO ZAPATA,0,CALLE 1400 (LAZARO CARDENAS DEL RIO),CALLE 1400 (LAZARO CARDENAS DEL RIO),NINGUNO,CAJEME,QUETCHEHUECA,URBANO,15,4,27.267634,-109.947514
26DJN0044L,ALEYA,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,171,10,2,CALLE COYOTE IGUANA,1,CALLE CARDO SANTO,CALLE CARDO SANTO,NINGUNO,HERMOSILLO,HERMOSILLO,URBANO,17,6,29.037333,-110.980627
26DJN0045K,ESTHER SOTO BOJORQUEZ,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,169,11,2,CALLE CERRO PRIETO,0,CALLE O,CALLE O,NINGUNO,CABORCA,HEROICA CABORCA,URBANO,11,2,30.704681,-112.160931
26DJN0046J,BENITO JUAREZ,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,111,5,1,CALLE NICOLAS BRAVO,0,CALLE HEROE DE NACOZARI,CALLE HEROE DE NACOZARI,MODERNA,EMPALME,EMPALME,URBANO,8,8,27.959272,-110.81943
26DJN0047I,AMERICA,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,88,6,1,CALLE 16,0,CALLE 5,CALLE 5,CENTRO,AGUA PRIETA,AGUA PRIETA,URBANO,50,13,31.328948,-109.546798
26DJN0048H,PORVENIR,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,48,2,0,CALLE ALVARO OBREGON NORTE,0,NINGUNO NINGUNO,NINGUNO NINGUNO,FUNDO LEGAL,BENJAMIN HILL,BENJAMIN HILL,URBANO,34,2,30.173802,-111.115903
26DJN0049G,ADOLFO DE LA HUERTA,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,101,6,1,CALLE BENITO JUAREZ,0,NINGUNO NINGUNO,NINGUNO NINGUNO,MIGUEL HIDALGO,GUAYMAS,HEROICA GUAYMAS,URBANO,6,8,27.908813,-110.909749
26DJN0050W,JUAN JACOBO ROUSSEAU,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,91,6,1,CALLE FRAY MARCOS DE NIZA,0,CALLE PANFILO NARVAEZ,CALLE PANFILO NARVAEZ,UNION DE COLONOS,HERMOSILLO,HERMOSILLO,URBANO,7,1,29.120711,-110.996922
26DJN0051V,CUAUHTEMOC,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,89,5,1,CALLE EBANISTAS,0,CALLE ARTESANOS,CALLE ARTESANOS,ADOLFO DE LA HUERTA,HERMOSILLO,HERMOSILLO,URBANO,47,6,29.031133,-110.957433
26DJN0052U,GREGORIO TORRES QUINTERO,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,105,5,1,CALLE 5 DE MAYO,0,CALLE GUADALUPE VICTORIA,CALLE GUADALUPE VICTORIA,NINGUNO,HERMOSILLO,MIGUEL ALEMAN (LA DOCE),URBANO,29,6,28.841745,-111.48117
26DJN0053T,SIARY,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,17,2,0,CALLE EMILIANO ZAPATA,0,CALLE LABRADORES,CALLE LABRADORES,EMILIANO ZAPATA,HERMOSILLO,HERMOSILLO,URBANO,17,6,29.036372,-110.965317
26DJN0054S,NETZAHUALCOYOTL,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,15,1,0,CALLE MIGUEL HIDALGO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,URES,GUADALUPE (GUADALUPE DE URES),RURAL,31,11,29.383611,-110.447778
26DJN0055R,IGNACIO ZARAGOZA,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,32,2,0,CALLE GUERRERO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,BACERAC,BACERAC,URBANO,27,13,30.357562,-108.933576
26DJN0056Q,PRIMAVERA,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,118,7,1,CALLE JALISCO,0,CALLE ADOLFO RUIZ CORTINES,CALLE ADOLFO RUIZ CORTINES,NINGUNO,MAGDALENA,MAGDALENA DE KINO,URBANO,51,2,30.626656,-110.961223
26DJN0057P,24 DE FEBRERO,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,61,3,1,CALLE RIO GRIJALVA,0,CALLE RIO GRIJALVA,CALLE RIO GRIJALVA,NINGUNO,SAN LUIS RIO COLORADO,SAN LUIS RIO COLORADO,URBANO,19,3,32.468148,-114.818851
26DJN0058O,MEXICO,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,87,5,1,CALLE YUCATAN,0,CALLE EMILIO PORTES GIL,CALLE EMILIO PORTES GIL,INDUSTRIAL,SAN LUIS RIO COLORADO,SAN LUIS RIO COLORADO,URBANO,19,3,32.459451,-114.804146
26DJN0059N,EMILIANO ZAPATA,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,77,4,1,CALLE JOSE LOPEZ PORTILLO,0,CALLE ITALIA,CALLE ITALIA,NINGUNO,HERMOSILLO,SAN PEDRO O EL SAUCITO (SAN PEDRO EL SAUCITO),URBANO,30,1,29.182222,-110.881667
26DJN0060C,DOMINGO CARBALLO FELIX,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,36,2,0,CALLE JUAN LARA,0,CALLE 6,CALLE 6,NINGUNO,SAN LUIS RIO COLORADO,NUEVO MICHOACAN (ESTACION RIITO),RURAL,46,3,32.166111,-114.961667
26DJN0061B,PRIMERO DE JUNIO,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,170,8,1,CALLE MIRAMAR,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,SAN LUIS RIO COLORADO,GOLFO DE SANTA CLARA,URBANO,46,3,31.686599,-114.498198
26DJN0062A,JOSEFA ORTIZ DE DOMINGUEZ,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,88,5,1,CALLE 38,0,CALLE FRANCISCO EUSEBIO KINO,CALLE FRANCISCO EUSEBIO KINO,BUROCRATA,SAN LUIS RIO COLORADO,SAN LUIS RIO COLORADO,URBANO,55,3,32.464885,-114.735975
26DJN0063Z,ALBORADA,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,151,7,1,CALLE TABASCO,0,CALLE 10,CALLE 10,DEL BOSQUE,SAN LUIS RIO COLORADO,SAN LUIS RIO COLORADO,URBANO,19,3,32.443882,-114.786171
26DJN0064Z,NARCIZO MENDOZA,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,91,4,1,CALLE GARMENDIA,0,CALLE 14,CALLE 14,APOLO,HERMOSILLO,HERMOSILLO,URBANO,5,10,29.119686,-110.96164
26DJN0065Y,MIGUEL DE CERVANTES SAAVEDRA,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,117,4,1,CALLE CERRO DE ORO,0,CALLE EL COBRE,CALLE EL COBRE,SAN LUIS,HERMOSILLO,HERMOSILLO,URBANO,30,1,29.099756,-110.925813
26DJN0066X,CARMEN REYNA DE LEON,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,77,3,1,CALLE FRANCISCO JAVIER MINA,17,CALLE FRANCISCO JAVIER MINA,CALLE FRANCISCO JAVIER MINA,BUROCRATA,GENERAL PLUTARCO ELIAS CALLES,SONOITA,URBANO,54,3,31.857454,-112.848477
26DJN0067W,JOSEFINA RAMOS DEL RIO,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,93,3,1,CALLE HEROE DE NACOZARI,0,CALLE 15,CALLE 15,LIBERTAD,EMPALME,EMPALME,URBANO,8,8,27.959542,-110.800254
26DJN0068V,GENERAL GUADALUPE VICTORIA,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,127,6,1,CALLE PERIFÉRICO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,ETCHOJOA,BACOBAMPO,URBANO,16,7,26.989422,-109.657349
26DJN0070J,JEAN PIAGET,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,21,1,0,CALLE J,0,CALLE CURBINA,CALLE CURBINA,BUROCRATA,GUAYMAS,HEROICA GUAYMAS,URBANO,26,8,27.93223,-110.906663
26DJN0071I,PLUTARCO ELIAS CALLES,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,29,2,1,CALLE RUMOROSA,0,CALLE XVIII,CALLE XVIII,NINGUNO,GUAYMAS,HEROICA GUAYMAS,URBANO,26,8,27.930358,-110.874696
26DJN0072H,GUSTAVO ADOLFO BECQUER,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,86,5,1,CALLE GARMENDIA,0,CALLE SEGURO SOCIAL,CALLE SEGURO SOCIAL,MODELO,HERMOSILLO,HERMOSILLO,URBANO,22,10,29.103439,-110.958728
26DJN0073G,ENRIQUETA DE PARODI,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,95,4,1,CALLE OPODEPE,0,CALLE GENERAL BERNARDO REYES,CALLE GENERAL BERNARDO REYES,LOPEZ PORTILLO,HERMOSILLO,HERMOSILLO,URBANO,22,10,29.129941,-110.968639
26DJN0074F,TIERRA FERTIL,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,86,5,1,CALLE GRANADOS,0,CALLE GRANADOS,CALLE GRANADOS,FOVISSSTE,HERMOSILLO,HERMOSILLO,URBANO,1,10,29.058987,-110.968319
26DJN0075E,DULCE INFANCIA,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,71,3,1,CALLE LEANDRO P. GAXIOLA,0,CALLE BACANORA,CALLE BACANORA,EUSEBIO KINO,HERMOSILLO,HERMOSILLO,URBANO,7,1,29.132067,-110.988183
26DJN0076D,PILTZINTLI,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,93,5,1,CALLE REBEICO,0,CALLE ARIZONA,CALLE ARIZONA,JACINTO LOPEZ,HERMOSILLO,HERMOSILLO,URBANO,44,1,29.138636,-110.978924
26DJN0077C,JOSE CLEMENTE OROZCO,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,8,1,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,HERMOSILLO,SAN ENRIQUE,URBANO,29,6,29.010833,-111.43
26DJN0078B,ISAURA RIVERA DE HOYOS,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,60,4,1,CALLE DE LOS CUATES,0,CALLE ANTIMONIO,CALLE ANTIMONIO,BELLA VISTA,HERMOSILLO,HERMOSILLO,URBANO,21,1,29.087654,-110.92351
26DJN0080Q,BELISARIO DOMINGUEZ,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,73,4,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,NACOZARI DE GARCIA,NACOZARI DE GARCIA,URBANO,27,13,30.377432,-109.692272
26DJN0081P,ABRAHAM LINCOLN,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,35,2,0,CALLE CARRETERA INTERNACIONAL,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,NOGALES,CIBUTA,RURAL,52,9,31.061667,-110.898333
26DJN0082O,FRANCISCO GONZALEZ BOCANEGRA,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,48,2,0,CALLE MARIANO JIMENEZ,0,CALLE VICENTE SUAREZ,CALLE VICENTE SUAREZ,NINGUNO,NAVOJOA,NAVOJOA,URBANO,42,7,27.068096,-109.477318
26DJN0083N,12 DE OCTUBRE,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,53,3,1,CALLE PUERTO RICO,0,CALLE NICARAGUA,CALLE NICARAGUA,ESPERANZA,NOGALES,HEROICA NOGALES,URBANO,20,9,31.312082,-110.956628
26DJN0084M,QUEROBABI,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,40,3,1,CALLE JESUS GARCIA CORONA,0,CALLE REVOLUCION,CALLE REVOLUCION,NINGUNO,OPODEPE,QUEROBABI,RURAL,34,2,30.051389,-111.024167
26DJN0087J,ENRIQUE C. REBSAMEN,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,48,4,1,CALLE COAHUILA,0,CALLE 19,CALLE 19,NINGUNO,SAN LUIS RIO COLORADO,SAN LUIS RIO COLORADO,URBANO,4,3,32.447036,-114.771673
26DJN0089H,18 DE MARZO,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,94,3,1,CALLE IGNACIO ZARAGOZA,0,CALLE 29,CALLE 29,BUROCRATA,SAN LUIS RIO COLORADO,SAN LUIS RIO COLORADO,URBANO,19,3,32.466814,-114.748153
26DJN0090X,OVIDIO DECROLY,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,106,5,1,CALLE JOSÉ MARÍA MORELOS Y PAVÓN,0,CALLE FRANCISCO I. MADERO,CALLE FRANCISCO I. MADERO,NINGUNO,BACUM,SAN JOSE DE BACUM,URBANO,14,4,27.515585,-110.142365
26DJN0092V,PARAISO INFANTIL,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,40,2,1,CALLE 27 DE AGOSTO,117,CALLE PRIMERA DE LOS JARDINES,CALLE PRIMERA DE LOS JARDINES,NINGUNO,CABORCA,HEROICA CABORCA,URBANO,11,2,30.707763,-112.141819
26DJN0093U,FANNY ANITUA YANEZ,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,65,3,0,CALLE ZACATECAS,0,CALLE VENUSTIANO CARRANZA,CALLE VENUSTIANO CARRANZA,ESPERANZA,CAJEME,ESPERANZA,URBANO,24,5,27.587951,-109.928872
26DJN0094T,PABLO PICASSO,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,66,4,1,CALLE 16 DE SEPTIEMBRE,0,CALLE ARGENTINA,CALLE ARGENTINA,NINGUNO,CAJEME,COCORIT,URBANO,24,5,27.576115,-109.958639
26DJN0095S,INDEPENDENCIA,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,92,4,1,CALLE JOSEFA ORTIZ DE DOMINGUEZ,0,CALLE EMILIANO ZAPATA,CALLE EMILIANO ZAPATA,NINGUNO,CAJEME,PROVIDENCIA,URBANO,14,4,27.510153,-109.985346
26DJN0097Q,CLAUDIO DEBUSSY,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,76,4,1,CALLE CARLOS RANDALL,0,CALLE BAJA CALIFORNIA NORTE,CALLE BAJA CALIFORNIA NORTE,PETROLERA,GUAYMAS,HEROICA GUAYMAS,URBANO,26,8,27.932967,-110.93249
26DJN0098P,MIGUEL CAJEN HIGUERA,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,67,4,0,CALLE COAHUILA SUR,0,CALLE LIRIOS Y/O OCTAVA,CALLE LIRIOS Y/O OCTAVA,NINGUNO,CAJEME,CIUDAD OBREGON,URBANO,28,5,27.441288,-109.942313
26DJN0099O,LUIS BRAILLE,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,47,4,1,CALLE AGUSTIN MELGAR,0,CALLE RAMON GUZMAN,CALLE RAMON GUZMAN,FRANJA COMERCIAL 300,CAJEME,CIUDAD OBREGON,URBANO,28,5,27.467211,-109.947536
26DJN0100N,JUAN ESCUTIA,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,87,5,1,CALLE VICENTE RIVA PALACIOS,0,CALLE COAHUILA,CALLE COAHUILA,CAMPESTRE,CAJEME,CIUDAD OBREGON,URBANO,3,5,27.475783,-109.940365
26DJN0101M,OSCAR WILDE,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,67,4,0,CALLE IGNACIO ALLENDE,4001,CALLE SIN REFERENCIA,CALLE SIN REFERENCIA,NINGUNO,NAVOJOA,NAVOJOA,URBANO,42,7,27.076631,-109.460403
26DJN0102L,JARDIN DE NIÑOS NUEVA CREACION,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,193,8,2,CALLE FUNDADORES,0,CALLE OBRERO MUNDIAL,CALLE OBRERO MUNDIAL,LAS MISIONES,CAJEME,CIUDAD OBREGON,URBANO,15,4,27.460777,-109.908837
26DJN0103K,FRANCISCO GABILONDO SOLER,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,34,2,0,CALLE SAHUARIPA,0,CALLE NAINARI,CALLE NAINARI,MORELOS,CAJEME,CIUDAD OBREGON,URBANO,3,5,27.499042,-109.96121
26DJN0104J,PEDRO DE ALVARADO,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,36,2,0,CALLE YUCATECO,0,CALLE GARDENIA,CALLE GARDENIA,14 DE ENERO,HUATABAMPO,HUATABAMPO,URBANO,13,7,26.837265,-109.634139
26DJN0105I,LEON FELIPE,MATUTINO,BÁSICA,PREESCOLAR,GENERAL,84,3,1,CALLE CATALANA,0,CALLE CAPARROSO,CALLE CAPARROSO,LAS GRANJAS,HERMOSILLO,HERMOSILLO,URBANO,1,10,29.073986,-110.972988
