cct,nombre,turno,nivel,subnivel,detalle,matricula,docentes,p_de_apoyo,calle,numero,entre_calle,y_calle,colonia,municipio,localidad,ambito,zona_esc,sector,latitud,longitud
26DCC0144V,JU-WICHALACA,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,23,1,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,ETCHOJOA,CAURAJAQUI,RURAL,105,1,26.891667,-109.590278
26DCC0145U,EL PROGRESO,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,33,1,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,ETCHOJOA,MOCORUA,RURAL,105,1,26.96,-109.730556
26DCC0146T,EL CARITO,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,8,1,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,HUATABAMPO,EL CARO,RURAL,102,1,26.868611,-109.713056
26DCC0147S,MEZCALITO,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,20,1,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,HUATABAMPO,LOS BUITBORES,RURAL,101,1,26.760556,-109.713056
26DCC0149Q,EL VENADITO,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,7,1,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,HUATABAMPO,ADOLFO LOPEZ MATEOS,RURAL,12,1,26.797222,-109.3875
26DCC0150F,MOTCHIK,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,28,2,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,HUATABAMPO,BACHANTAHUI,RURAL,101,1,26.7725,-109.632778
26DCC0153C,PERIQUITO,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,18,1,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,ETCHOJOA,EL SALITRAL,RURAL,105,1,27.020278,-109.649167
26DCC0156Z,EL GORRIONCITO,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,12,1,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,NAVOJOA,SAPOMORA,RURAL,104,5,27.048056,-109.498611
26DCC0157Z,LA TORTUGUITA,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,16,1,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,NAVOJOA,BUENAVISTA,RURAL,104,5,27.039444,-109.509444
26DCC0158Y,LA TUNITA,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,51,4,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,NAVOJOA,SINAHUISA,RURAL,103,5,26.911111,-109.437222
26DCC0160M,MI FAMILIA,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,23,1,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,NAVOJOA,SAPOCHOPO,RURAL,104,5,27.054167,-109.497222
26DCC0162K,EL NARANJO,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,20,1,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,ETCHOJOA,HUIROACHACA,RURAL,106,1,27.025278,-109.648611
26DCC0163J,LUCECITA,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,13,1,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,NAVOJOA,GUADALUPE DE JUAREZ,RURAL,107,5,27.360833,-109.723056
26DCC0167F,LA PALOMA,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,15,1,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,NAVOJOA,EL MEZQUITAL DE TESIA,RURAL,104,5,27.145278,-109.394444
26DCC0168E,CAPOSEHUA,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,45,2,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,NAVOJOA,CAPOHUIZA,RURAL,107,5,27.131944,-109.448611
26DCC0170T,BATWE,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,13,1,0,NINGUNO NINGUNO,0,CALLE FRANCISCO CHOQUAJIMSI,CALLE FRANCISCO CHOQUAJIMSI,NINGUNO,HUATABAMPO,EL RIITO,RURAL,101,1,26.779188,-109.629554
26DCC0171S,EL VENADITO,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,17,1,1,CALLE LAS BUGAMBILIAS,0,CALLE LAS MARGARITAS,CALLE LAS MARGARITAS,NINGUNO,ETCHOJOA,BACOBAMPO,URBANO,106,1,26.986036,-109.645231
26DCC0173Q,LA RANITA,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,33,1,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,NAVOJOA,CUCAJAQUI,RURAL,103,5,26.770833,-109.244444
26DCC0174P,LA LOMITA,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,35,2,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,NAVOJOA,LOMA DEL REFUGIO,RURAL,107,5,27.121944,-109.459167
26DCC0175O,EL SONADOR,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,18,0,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,NAVOJOA,SIVACOBE (SIVACORE),RURAL,104,5,27.141156,-109.41272
26DCC0176N,LA GOTITA,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,31,2,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,BENITO JUAREZ,ACEITUNITAS (SUBE Y BAJA),RURAL,106,1,27.079204,-109.912528
26DCC0180Z,EL PAJARITO,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,19,0,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,ALAMOS,LOS TANQUES,RURAL,204,2,27.210556,-108.895
26DCC0182Y,EL LOBITO,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,64,0,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,SAN IGNACIO RIO MUERTO,BAHIA DE LOBOS,URBANO,303,3,27.348349,-110.453244
26DCC0183X,EL SOLDADITO,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,26,1,0,CALLE BENITO JUAREZ GARCIA,0,CALLE JOSE MARIA GUTIERREZ,CALLE JOSE MARIA GUTIERREZ,NINGUNO,SAN IGNACIO RIO MUERTO,SAN IGNACIO RIO MUERTO,URBANO,303,3,27.407798,-110.246991
26DCC0184W,EL TRENECITO,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,67,3,0,CALLE HUAPARI,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,GUAYMAS,VICAM (SWITCH),URBANO,304,3,27.638845,-110.28341
26DCC0185V,LA ESTRELLITA,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,25,1,0,CALLE 4° PONIENTE,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,NAVOJOA,FUNDICION,RURAL,107,5,27.330278,-109.738056
26DCC0187T,EL PUEBLITO,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,32,2,0,CALLE CHIJOBAMPO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,NAVOJOA,NAVOJOA,URBANO,104,5,27.080833,-109.445278
26DCC0189R,LA VEREDITA,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,20,1,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,HUATABAMPO,PUEBLO VIEJO,RURAL,102,1,26.791109,-109.710054
26DCC0194C,LA ARDILLITA,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,12,1,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,ALAMOS,YOCOJIGUA,RURAL,201,2,26.793333,-109.022778
26DCC0197Z,KARY TEMARY,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,18,1,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,ALAMOS,GUAJARAY,RURAL,203,2,27.604167,-108.932222
26DCC0199Y,MI NUEVO HOGAR,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,59,4,1,CALLE FRANCISCO MARQUEZ,0,CALLE COLEGIO MILITAR,CALLE COLEGIO MILITAR,NUEVA REUBICACION,ETCHOJOA,ETCHOJOA,URBANO,105,1,26.915886,-109.631799
26DCC0201W,ROSARIO CASTELLANOS,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,29,2,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,NAVOJOA,CHIBUCU,RURAL,104,5,27.118611,-109.397778
26DCC0205S,LA ESTRELLITA,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,6,1,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,ALAMOS,LA ADUANA,RURAL,201,2,27.0375,-109.010556
26DCC0213A,LA PALOMITA,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,22,1,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,ALAMOS,PROVIDENCIA,RURAL,201,2,26.740833,-108.920833
26DCC0214Z,LA ABEJITA,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,13,0,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,ALAMOS,TAPIZUELAS,RURAL,201,2,26.667543,-108.864988
26DCC0216Y,PULGARCITO,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,11,1,0,NINGUNO NINGUNO,0,CALLE SIN REFERENCIA,CALLE SIN REFERENCIA,NINGUNO,BACUM,EL JUVANI,RURAL,304,3,27.525603,-110.12047
26DCC0217X,EL DESPERTAR,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,16,1,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,ETCHOJOA,CAMPO LEON,RURAL,106,1,27.003333,-109.583889
26DCC0218W,LA PRIMAVERA,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,5,0,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,ALAMOS,21 DE MARZO,RURAL,103,5,26.527222,-109.073889
26DCC0221J,ESPEJITO,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,10,0,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,HUATABAMPO,GUADALUPE VICTORIA,RURAL,103,5,26.554444,-109.1125
26DCC0223H,ILI TETA SIARI,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,11,0,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,ALAMOS,NUEVO PIEDRAS VERDES,RURAL,204,2,27.113701,-108.993502
26DCC0225F,EL CARRUCEL,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,14,1,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,ETCHOJOA,MACOCHIN,RURAL,106,1,27.037279,-109.556282
26DCC0226E,MI JAKALITO,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,12,0,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,HUATABAMPO,ALVARO OBREGON,RURAL,12,1,26.506389,-109.153611
26DCC0227D,ARCO IRIS,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,31,2,0,CALLE TLAXCALA,0,CALLE BUIYACUSI,CALLE BUIYACUSI,NINGUNO,NAVOJOA,NAVOJOA,URBANO,104,5,27.080833,-109.445278
26DCC0228C,LOS CERRITOS,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,13,0,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,ALAMOS,EL ZAPOTE,RURAL,201,2,26.780278,-108.686944
26DCC0229B,LA VAQUITA,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,8,0,0,CALLE CARLOS A. RIVERO,0,CALLE FRANCISCO I. MADERO,CALLE FRANCISCO I. MADERO,NINGUNO,ALAMOS,LA QUINTERA,RURAL,201,2,26.751667,-108.722222
26DCC0230R,LOS ARBOLITOS,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,15,1,0,NINGUNO NINGUNO,0,CALLE SIN REFERENCIA,CALLE SIN REFERENCIA,NINGUNO,ETCHOJOA,ESPAÑA (CAMPO NUMERO UNO),RURAL,106,1,26.99,-109.707505
26DCC0231Q,ILI CHOKKI,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,14,1,0,CALLE VICENTE GUERRERO,0,CALLE LAZARO CARDENAS,CALLE LAZARO CARDENAS,NINGUNO,HUATABAMPO,MAYO FUERTE,RURAL,12,1,26.406389,-109.025278
26DCC0236L,MAYOKAWI,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,22,1,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,ETCHOJOA,MAYOCAHUI (EL CERRO),RURAL,106,1,27.038889,-109.736111
26DCC0237K,LA CASITA FELIZ,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,92,5,1,CALLE CRISANTO BUITIMEA,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,ETCHOJOA,BUAYSIACOBE,URBANO,106,1,27.074806,-109.687095
26DCC0238J,EL COCHINITO,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,12,1,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,QUIRIEGO,CABORA,RURAL,202,5,27.435,-109.552222
26DCC0239I,VICENTE SUAREZ,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,21,1,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,NAVOJOA,LA CUCHILLA DE LOS BAHUISES,RURAL,107,5,27.106111,-109.446389
26DCC0244U,LA ESTRELLITA,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,13,0,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,ROSARIO,LA ESTRELLA,RURAL,403,6,27.828056,-109.242778
26DCC0247R,ILI BATWE,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,31,0,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,ALAMOS,MESA COLORADA,RURAL,203,2,27.571436,-108.865089
26DCC0248Q,EL PATITO,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,12,0,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,ALAMOS,BASIROA,RURAL,201,2,26.7125,-108.901667
26DCC0249P,JARDIN DE NIÑOS NUEVA CREACION,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,29,1,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,ETCHOJOA,BUAYSIACOBE,URBANO,106,1,27.055519,-109.688949
26DCC0250E,ILI TAA TACHIRIA,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,41,1,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,GUAYMAS,VICAM (SWITCH),URBANO,303,3,27.656926,-110.311835
26DCC0251D,MAGICO,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,40,2,0,CALLE ALVARO OBREGON,0,CALLE FRANCISCO VILLA,CALLE FRANCISCO VILLA,NINGUNO,ETCHOJOA,SAHUARAL,URBANO,105,1,26.926799,-109.661272
26DCC0252C,JUAN CAMPOY VALENZUELA,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,88,5,1,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,HUATABAMPO,LA ESQUINA,RURAL,102,1,26.800369,-109.71611
26DCC0253B,PROGRESO,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,14,1,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,PROGRESISTA,ETCHOJOA,ETCHOJOA,URBANO,105,1,26.899908,-109.632113
26DCC0254A,VICENTE GUERRERO,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,23,1,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,ETCHOJOA,GUAYPARIN,RURAL,105,1,26.966667,-109.646944
26DCC0255Z,SOLECITO,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,23,1,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,ALAMOS,OSOBAMPO,RURAL,201,2,27.15231,-109.136121
26DCC0256Z,CONCEPCION GONZALEZ GALVAN,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,16,1,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,HUATABAMPO,YAVAROS (ISLA LAS VIEJAS),URBANO,101,1,26.701978,-109.532901
26DCC0258X,BENITO JUAREZ,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,66,4,1,NINGUNO NINGUNO,0,CALLE LEONEL ARGUELLES,CALLE LEONEL ARGUELLES,LUIS DONALDO COLOSIO,ETCHOJOA,ETCHOJOA,URBANO,105,1,26.911671,-109.626017
26DCC0260L,JARDIN DE NIÑOS NUEVA CREACION,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,15,1,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,ROSARIO,CEDROS,RURAL,403,6,27.761389,-109.29
26DCC0262J,EL SOLECITO,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,30,2,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,ETCHOJOA,EL RODEO,RURAL,106,1,27.015278,-109.641111
26DCC0265G,JUAN DE LA BARRERA,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,20,1,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,NAVOJOA,LA LAGUNA DE TESIA,RURAL,104,5,27.130556,-109.391667
26DCC0267E,JARDIN DE NIÑOS NUEVA CREACION,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,11,1,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,ETCHOJOA,GUAITANA,RURAL,106,1,27.094299,-109.656938
26DCC0268D,NAVEGUEMOS JUNTOS,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,52,2,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,BENITO JUAREZ,PAREDONCITO,RURAL,106,1,27.056944,-109.912778
26DCC0274O,EL FARITO,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,72,3,1,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,HUATABAMPO,YAVAROS (ISLA LAS VIEJAS),URBANO,101,1,26.704197,-109.518378
26DCC0275N,DESPERTAR,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,20,1,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,NAVOJOA,FRANCISCO I. MADERO DOS,RURAL,103,5,26.8475,-109.366944
26DCC0276M,JUAN ESCUTIA,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,9,1,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,NAVOJOA,JOSTAHUECA,RURAL,107,5,27.325556,-109.744722
26DCC0277L,BENEMERITO DE LAS AMERICAS,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,11,0,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,HUATABAMPO,BENITO JUAREZ,RURAL,103,5,26.603333,-109.175556
26DCC0278K,JUAN ESCUTIA,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,22,0,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,CAJEME,EL OLVIDO,RURAL,202,5,28.042222,-109.7525
26DCC0279J,LII JUK,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,28,0,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,YECORA,MAYCOBA,RURAL,403,3,28.392778,-108.66
26DCC0280Z,CARRUSEL,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,33,1,0,CALLE MARIANO ESCOBEDO,0,CALLE VENUSTIANO CARRANZA,CALLE VENUSTIANO CARRANZA,NINGUNO,CAJEME,COCORIT,URBANO,304,3,27.581424,-109.956114
26DCC0281Y,IN ANIA,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,43,2,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,HUATABAMPO,JUPARE,RURAL,102,1,26.800278,-109.698333
26DCC0282X,NIÑOS HEROES,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,13,1,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,ETCHOJOA,EL CAMPITO (CAMPO NUMERO TRES),RURAL,106,1,26.989167,-109.681111
26DCC0283W,MI BARQUITO DEL SABER,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,16,1,0,CALLE NARCIZO MENDOZA,0,CALLE GUILLERMO PRIETO,CALLE GUILLERMO PRIETO,NINGUNO,HUATABAMPO,MELCHOR OCAMPO,RURAL,12,1,26.534444,-109.176667
26DCC0284V,MI NUEVO AMANECER,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,14,0,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,19 DE JULIO,ETCHOJOA,ETCHOJOA,URBANO,105,1,26.922186,-109.625145
26DCC0286T,JESUS GARCIA,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,12,1,0,NINGUNO NINGUNO,0,CALLE SIN REFERENCIA,CALLE SIN REFERENCIA,NINGUNO,ETCHOJOA,GUAYABITAS (LA SABILA),RURAL,105,1,26.930278,-109.636667
26DCC0289Q,EL MANANTIAL,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,9,0,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,YECORA,EL KIPUR,RURAL,403,3,28.405278,-108.595833
26DCC0290F,LUIS DONALDO COLOSIO MURRIETA,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,26,1,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,NAVOJOA,EL DATIL,RURAL,107,5,27.089167,-109.461944
26DCC0291E,ELI BAISE EBOLI,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,60,3,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,GUAYMAS,POTAM,URBANO,303,3,27.625091,-110.417262
26DCC0292D,JARDIN DE NIÑOS NUEVA CREACION,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,24,2,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,GUAYMAS,POTAM,URBANO,303,3,27.628794,-110.411566
26DCC0293C,III USIM JOARAA,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,31,2,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,GUAYMAS,POTAM,URBANO,303,3,27.621843,-110.417379
26DCC0294B,JARDIN DE NIÑOS NUEVA CREACION,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,57,2,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,ROSARIO,ROSARIO,URBANO,403,6,27.84075,-109.355949
26DCC0296Z,GREGORIO VEGA DIEGO,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,17,0,0,CALLE 10,0,CALLE LUIS DONALDO COLOSIO MURRIETA,CALLE LUIS DONALDO COLOSIO MURRIETA,NINGUNO,SAN IGNACIO RIO MUERTO,SAN IGNACIO RIO MUERTO,URBANO,303,3,27.410138,-110.246788
26DCC0297Z,III PARASIM,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,11,0,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,HUATABAMPO,LAS PARRITAS (EL CHANGUITO),RURAL,102,1,26.849444,-109.730556
26DCC0299X,EL CAMPITO,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,69,3,0,NINGUNO NINGUNO,0,CALLE ADOLFO LOPEZ MATEOS,CALLE ADOLFO LOPEZ MATEOS,NINGUNO,HUATABAMPO,LA UNION,URBANO,12,1,26.813533,-109.606011
26DCC0300W,IN JIAPSI,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,16,1,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,HUATABAMPO,POZO DULCE,RURAL,102,1,26.845,-109.75
26DCC0301V,LAS HIGUERILLAS,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,81,1,1,CALLE IGNACIO ZARAGOZA,0,CALLE TRINIDAD SANCHEZ LEYVA,CALLE TRINIDAD SANCHEZ LEYVA,MIGUEL ALEMAN CENTRO,HERMOSILLO,MIGUEL ALEMAN (LA DOCE),URBANO,401,6,28.843697,-111.507562
26DCC0302U,LII PAT,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,38,0,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,NINGUNO,YECORA,PIMAS (JUAN DIEGO DE LOS PIMAS),RURAL,403,3,28.365274,-108.916573
26DCC0304S,JOSEFA ORTIZ DE DOMINGUEZ,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,17,1,0,NINGUNO NINGUNO,0,CALLE SIN REFERENCIA,CALLE SIN REFERENCIA,NINGUNO,ETCHOJOA,BURABAMPO,RURAL,106,1,27.003864,-109.638111
26DCC0305R,LA SIRENITA,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,17,0,0,NINGUNO NINGUNO,0,NINGUNO NINGUNO,NINGUNO NINGUNO,BACHOCO,HUATABAMPO,BACHOCO,RURAL,12,1,26.728611,-109.411667
26DCC0306Q,JARDIN DE NIÑOS NUEVA CREACION,MATUTINO,BÁSICA,PREESCOLAR,INDÍGENA,77,7,1,CALLE GUADALUPE PONCE DE LEON MORQUECHO,0,CALLE TERCERA,CALLE TERCERA,NINGUNO,BENITO JUAREZ,VILLA JUAREZ,URBANO,106,1,27.127937,-109.84258
